1.213933022490263084e-05, 7.688860770983320103e-01, -1.024510441171596620e+00, -1.309676014604339134e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
9.453837463816172626e-01, 7.344259541202780017e-01, -8.596596263660541970e-01, -1.444428559962298131e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
9.453837463816172626e-01, 7.344259541202780017e-01, -8.596596263660541970e-01, -1.444428559962298131e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
9.466640795299323674e-01, 6.978525054169976150e-01, -9.880663672322328450e-01, -1.280411645807324472e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
9.466640795299323674e-01, 6.978525054169976150e-01, -9.880663672322328450e-01, -1.280411645807324472e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
9.466640795299323674e-01, 6.978525054169976150e-01, -9.880663672322328450e-01, -1.280411645807324472e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
9.453837463816172626e-01, 7.344259541202780017e-01, -8.596596263660541970e-01, -1.444428559962298131e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
9.453837463816172626e-01, 7.344259541202780017e-01, -8.596596263660541970e-01, -1.444428559962298131e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
-8.616677967018929740e-01, 5.458360921767226870e-01, -7.337154225814245256e-01, -1.374409688332507873e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
-8.616677967018929740e-01, 5.458360921767226870e-01, -7.337154225814245256e-01, -1.374409688332507873e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
-8.626913682328858357e-01, 4.984313445925186992e-01, -8.514539509406982010e-01, -1.211196652692072551e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
-8.626913682328858357e-01, 4.984313445925186992e-01, -8.514539509406982010e-01, -1.211196652692072551e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
-8.626913682328858357e-01, 4.984313445925186992e-01, -8.514539509406982010e-01, -1.211196652692072551e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
-8.616677967018929740e-01, 5.458360921767226870e-01, -7.337154225814245256e-01, -1.374409688332507873e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
-8.616677967018929740e-01, 5.458360921767226870e-01, -7.337154225814245256e-01, -1.374409688332507873e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
1.213933022490263084e-05, 7.688860770983320103e-01, -1.024510441171596620e+00, -1.309676014604339134e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
1.213933022490263084e-05, 7.688860770983320103e-01, -1.024510441171596620e+00, -1.309676014604339134e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
-8.616677967018929740e-01, 5.458360921767226870e-01, -7.337154225814245256e-01, -1.374409688332507873e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
-8.616677967018929740e-01, 5.458360921767226870e-01, -7.337154225814245256e-01, -1.374409688332507873e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
-8.626913682328858357e-01, 4.984313445925186992e-01, -8.514539509406982010e-01, -1.211196652692072551e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
-8.626913682328858357e-01, 4.984313445925186992e-01, -8.514539509406982010e-01, -1.211196652692072551e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
-8.626913682328858357e-01, 4.984313445925186992e-01, -8.514539509406982010e-01, -1.211196652692072551e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
-8.616677967018929740e-01, 5.458360921767226870e-01, -7.337154225814245256e-01, -1.374409688332507873e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
-8.616677967018929740e-01, 5.458360921767226870e-01, -7.337154225814245256e-01, -1.374409688332507873e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
9.453837463816172626e-01, 7.344259541202780017e-01, -8.596596263660541970e-01, -1.444428559962298131e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
9.453837463816172626e-01, 7.344259541202780017e-01, -8.596596263660541970e-01, -1.444428559962298131e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
9.466640795299323674e-01, 6.978525054169976150e-01, -9.880663672322328450e-01, -1.280411645807324472e+00, 0.000000000000000000e+00, 1.199999999999999956e-01
9.466640795299323674e-01, 6.978525054169976150e-01, -9.880663672322328450e-01, -1.280411645807324472e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
9.466640795299323674e-01, 6.978525054169976150e-01, -9.880663672322328450e-01, -1.280411645807324472e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
9.453837463816172626e-01, 7.344259541202780017e-01, -8.596596263660541970e-01, -1.444428559962298131e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
9.453837463816172626e-01, 7.344259541202780017e-01, -8.596596263660541970e-01, -1.444428559962298131e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
1.213933022490263084e-05, 7.688860770983320103e-01, -1.024510441171596620e+00, -1.309676014604339134e+00, 0.000000000000000000e+00, 2.000000000000000111e-01
